host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,price,has_availability,review_scores_rating,instant_bookable,reviews_per_month
100%,99%,t,t,t,69,t,4.97,f,2.8
100%,77%,t,t,t,157,t,4.78,f,0.29
100%,99%,f,t,t,239,t,4.89,t,0.25
100%,100%,f,t,t,352,t,4.89,t,1.47
100%,100%,t,t,t,187,t,4.9,t,1.78
100%,100%,f,t,t,289,t,5,f,0.06
100%,99%,f,t,t,1459,t,4.8,t,0.15
71%,98%,f,t,t,219,t,4.5,t,0.26
100%,99%,t,t,f,75,t,4.93,f,0.58
86%,96%,t,t,t,495,t,5,t,0.05
100%,100%,t,t,f,295,t,4.96,t,2.31
100%,100%,t,t,t,102,t,5,f,0.57
100%,98%,t,t,t,202,t,4.92,f,2.45
100%,98%,t,t,t,65,t,4.92,f,2.64
87%,67%,f,t,t,513,t,4.67,f,0.06
100%,99%,t,t,t,161,t,4.91,t,0.93
100%,99%,t,t,t,96,t,5,t,0.65
100%,99%,f,t,t,1654,t,4.8,t,0.14
100%,100%,f,t,t,79,t,4.59,f,0.68
100%,100%,f,t,t,300,t,4.77,t,1.02
89%,100%,t,t,t,491,t,4.85,f,1.13
100%,100%,t,t,t,65,t,4.96,f,2.44
100%,99%,t,t,t,69,t,4.95,f,2.76
100%,100%,f,t,t,30,t,4.83,f,1.85
100%,100%,t,t,t,107,t,4.88,f,4.72
100%,92%,t,t,t,184,t,4.92,f,1.2
100%,100%,t,t,t,292,t,4.8,t,0.77
100%,99%,f,t,t,239,t,4.73,t,0.37
94%,96%,t,t,t,139,t,5,f,0.05
100%,100%,t,t,t,66,t,4.91,f,1.06
100%,100%,t,t,f,312,t,4.99,f,3.2
100%,100%,f,t,t,102,t,4.83,t,0.41
100%,100%,t,t,t,71,t,4.89,f,3.17
100%,99%,f,t,t,101,t,4.89,f,2.62
100%,100%,t,t,t,226,t,4.95,f,3.98
100%,99%,f,t,t,233,t,4.83,t,0.99
100%,95%,t,t,t,305,t,5,f,0.29
100%,99%,t,t,t,219,t,4.71,t,0.35
100%,100%,t,t,t,264,t,4.67,f,0.41
100%,100%,t,t,f,108,t,4.79,f,1.72
100%,97%,t,t,t,147,t,4.87,f,5.44
100%,100%,t,t,t,180,t,4.97,f,4.1
100%,98%,t,t,t,454,t,4.88,f,0.29
100%,99%,f,t,t,1272,t,4.25,t,0.06
100%,100%,f,t,t,349,t,4.2,t,0.08
100%,98%,t,t,t,120,t,4.79,t,0.58
94%,96%,t,t,t,110,t,5,t,0.37
100%,97%,t,t,t,171,t,5,t,0.13
100%,100%,t,t,t,800,t,4.83,f,1.04
100%,100%,t,t,t,93,t,4.97,f,0.78
100%,97%,t,t,t,200,t,4.84,f,1.15
100%,99%,t,t,t,241,t,4.71,t,0.5
100%,77%,t,t,t,100,t,4.88,f,1.11
100%,99%,t,t,t,86,t,4.84,f,4.5
96%,72%,t,t,t,369,t,4.56,f,0.31
100%,100%,f,t,t,526,t,4.86,t,1.04
100%,100%,f,t,t,241,t,4.91,t,0.92
100%,89%,f,t,f,399,t,4.91,t,0.54
100%,100%,t,t,t,160,t,4.97,f,2.49
100%,100%,f,t,t,138,t,4.95,f,4.58
100%,98%,f,t,f,195,t,4.85,t,1.56
100%,98%,f,t,t,356,t,5,t,0.1
100%,79%,t,t,f,85,t,4.86,f,0.35
100%,100%,t,t,t,112,t,4.95,f,3.06
100%,100%,t,t,t,300,t,4.84,f,0.77
100%,99%,f,t,t,150,t,3.82,f,0.12
100%,100%,t,t,t,269,t,4.84,t,0.74
100%,100%,t,t,t,309,t,4.92,t,0.42
100%,100%,t,t,t,339,t,4.87,f,0.93
100%,91%,f,t,t,64,t,4.96,f,0.55
100%,100%,f,t,t,203,t,4.97,t,0.49
100%,99%,t,t,t,242,t,4.6,f,1.38
100%,99%,f,t,t,180,t,4.47,t,2.51
100%,100%,t,t,t,208,t,5,t,1
100%,46%,t,t,t,104,t,5,f,0.34
100%,97%,t,t,f,1096,t,5,f,1.37
100%,100%,f,t,t,259,t,4.89,t,0.57
100%,99%,f,t,t,155,t,4.84,f,2.81
100%,99%,t,t,f,90,t,4.64,f,1.61
100%,100%,f,t,t,149,t,4.83,f,1.23
100%,99%,t,t,t,246,t,5,t,1.34
100%,99%,f,t,t,1459,t,5,t,0.06
100%,100%,f,t,t,999,t,4.92,f,0.82
100%,99%,f,t,t,168,t,4.69,t,0.28
94%,93%,t,t,f,174,t,4.6,t,0.37
100%,96%,t,t,t,593,t,4.98,f,2.89
100%,99%,f,t,t,121,t,4.42,t,0.39
100%,100%,t,t,t,187,t,4.91,t,2.34
98%,98%,f,t,t,103,t,4.64,f,2.03
100%,99%,t,t,t,246,t,4.56,f,0.32
100%,100%,t,t,t,146,t,4.62,t,3.13
100%,99%,f,t,t,1859,t,5,t,0.1
100%,99%,t,t,t,115,t,5,t,1.48
97%,73%,t,t,t,154,t,4.85,f,0.86
67%,17%,f,t,f,452,t,4.63,f,0.32
100%,97%,t,t,t,343,t,4.77,f,0.36
100%,88%,f,t,t,1571,t,5,f,0.35
100%,100%,t,t,t,589,t,4.98,t,2.88
90%,100%,f,t,t,440,t,5,t,0.07
99%,97%,f,t,t,653,t,5,t,0.42
89%,100%,f,t,t,451,t,4.89,t,1.01
100%,89%,t,t,t,159,t,4.91,t,2.7
100%,100%,t,t,t,210,t,4.87,t,0.61
96%,100%,f,t,t,310,t,4.66,t,0.6
100%,99%,t,t,t,261,t,5,t,0.83
99%,99%,f,t,f,129,t,4.45,t,2.92
100%,67%,f,t,t,189,t,5,f,0.36
99%,97%,f,t,t,303,t,4.67,t,0.18
100%,99%,t,t,t,124,t,4.72,t,0.88
100%,90%,t,t,t,110,t,4.93,f,0.56
99%,97%,f,t,t,197,t,4.75,t,0.23
100%,100%,f,t,t,185,t,4.84,f,1.62
100%,91%,t,t,f,195,t,4.82,f,2.09
100%,97%,f,t,t,150,t,4.96,f,2.49
97%,95%,t,t,f,137,t,5,f,0.21
100%,100%,f,t,t,164,t,4.65,f,2.54
67%,80%,f,t,t,84,t,4.71,f,0.28
0%,0%,f,t,t,295,t,5,f,0.06
99%,97%,f,t,t,345,t,4.74,t,0.35
100%,84%,f,t,t,165,t,1,f,0.06
100%,100%,f,t,t,279,t,4.72,t,1.63
100%,99%,f,t,t,236,t,4.93,t,1.25
100%,100%,t,t,t,556,t,5,t,1.74
100%,99%,t,t,f,176,t,4.79,f,1.71
100%,99%,t,t,t,1272,t,4.91,t,0.42
100%,99%,t,t,f,324,t,4.86,t,2.71
100%,84%,f,t,t,342,t,5,f,0.23
100%,99%,f,t,t,237,t,4.69,t,0.49
100%,100%,f,t,t,249,t,5,t,0.5
100%,100%,t,t,t,550,t,5,f,0.02
100%,100%,t,t,f,88,t,4.91,f,1.48
100%,100%,t,t,t,201,t,4.92,t,2.45
100%,99%,t,t,t,382,t,4.84,t,1.11
100%,97%,t,t,t,472,t,5,t,0.22
100%,99%,f,t,t,1590,t,4.6,t,0.1
93%,99%,t,t,t,320,t,4.73,t,8.12
99%,97%,f,t,t,168,t,5,t,0.13
100%,99%,f,t,t,236,t,4.35,t,0.89
100%,100%,t,t,t,200,t,4.87,t,2.45
100%,99%,t,t,t,289,t,4.85,f,1.28
100%,99%,t,t,f,92,t,4.35,f,0.97
100%,99%,t,t,t,375,t,5,f,0.17
100%,99%,t,t,t,149,t,4.92,f,0.5
67%,100%,t,t,f,664,t,5,f,1.21
100%,99%,t,t,t,189,t,4.88,t,1.93
100%,99%,f,t,t,1459,t,5,t,0.03
100%,97%,t,t,t,1224,t,4.83,t,0.19
100%,99%,f,t,t,1590,t,4.6,t,0.17
100%,96%,t,t,t,856,t,5,f,2.87
100%,96%,t,t,t,997,t,4.83,f,1.05
100%,97%,t,t,t,999,t,5,f,0.09
100%,100%,t,t,t,211,t,4.84,t,1.94
100%,0%,f,t,t,420,t,5,f,0.12
99%,97%,f,t,t,170,t,4.74,t,0.72
100%,96%,t,t,f,203,t,4.97,f,1.23
100%,99%,f,t,t,2290,t,5,t,0.03
100%,92%,t,t,t,236,t,4.69,f,0.94
100%,55%,t,t,t,261,t,4.86,f,0.12
100%,98%,t,t,t,391,t,4.5,t,0.42
99%,97%,f,t,t,173,t,4.76,t,0.51
100%,100%,t,t,t,375,t,4.81,f,0.98
96%,100%,f,t,t,625,t,5,t,0.06
100%,96%,t,t,t,171,t,4.8,t,2.03
100%,99%,t,t,t,171,t,4.84,t,3.66
100%,100%,t,t,t,195,t,4.91,f,1.05
100%,99%,t,t,t,656,t,4.93,f,1
99%,97%,f,t,t,205,t,4.87,t,0.75
100%,56%,f,t,t,650,t,5,f,0.04
99%,97%,f,t,t,181,t,4.67,t,0.53
100%,99%,t,t,t,236,t,4.75,t,0.14
99%,97%,f,t,t,326,t,4.71,t,0.27
100%,97%,t,t,t,999,t,5,f,0.1
99%,97%,f,t,t,380,t,5,t,0.14
99%,97%,f,t,t,162,t,4,t,0.36
96%,100%,f,t,t,730,t,5,t,0.26
100%,99%,f,t,t,1259,t,5,t,0.04
100%,84%,f,t,t,269,t,4.72,f,2.61
100%,97%,t,t,f,200,t,4.95,f,1.86
99%,97%,f,t,t,209,t,4.8,t,1.04
99%,97%,f,t,t,275,t,4.67,t,0.24
96%,100%,f,t,t,830,t,5,t,0.22
100%,100%,t,t,t,213,t,4.84,t,5.56
90%,100%,f,t,t,219,t,5,f,3.52
97%,73%,t,t,t,170,t,4.88,f,0.73
100%,99%,f,t,t,477,t,5,t,0.35
100%,96%,t,t,t,681,t,4.97,f,0.49
100%,99%,f,t,t,661,t,5,t,1
100%,64%,f,t,t,715,t,5,f,0.02
93%,99%,t,t,t,420,t,4.81,t,3.98
100%,30%,f,t,t,346,t,4.6,f,0.17
99%,97%,f,t,t,204,t,4.56,t,0.27
100%,78%,f,t,f,375,t,4.59,f,1.18
100%,100%,f,f,t,352,t,5,f,0.68
99%,97%,f,t,t,340,t,4,t,0.17
100%,97%,t,t,t,999,t,5,f,0.51
100%,95%,t,t,f,340,t,5,t,1.82
100%,99%,t,t,t,202,t,4.89,t,0.27
100%,96%,t,t,t,328,t,4.86,f,1.34
100%,100%,t,t,t,705,t,4.96,f,1.29
70%,77%,t,t,t,60,t,4.66,f,1.05
100%,99%,t,t,t,165,t,5,f,0.15
96%,100%,f,t,t,341,t,4.43,t,0.13
100%,100%,f,t,t,110,t,5,t,1
100%,93%,t,t,t,150,t,4.81,f,1.46
100%,100%,t,t,t,797,t,5,t,0.08
100%,88%,t,t,t,58,t,4.84,f,2.16
100%,100%,t,t,t,82,t,4.85,f,1.43
100%,98%,f,t,t,42,t,4.62,f,0.64
100%,100%,t,t,t,482,t,5,t,0.41
97%,73%,t,t,t,204,t,4.75,f,0.37
97%,95%,t,t,f,161,t,5,f,0.24
100%,98%,f,t,t,42,t,4,f,0.15
100%,97%,t,t,t,179,t,4.97,f,1.96
100%,99%,f,t,t,1113,t,5,t,0.05
99%,97%,f,t,t,146,t,4.62,t,0.66
97%,73%,t,t,t,170,t,4.77,f,1.3
99%,97%,f,t,t,179,t,4.42,t,0.38
99%,97%,f,t,t,191,t,4.68,t,0.59
97%,73%,t,t,t,170,t,4.63,f,0.44
100%,96%,t,t,t,150,t,4.63,t,2.12
100%,97%,t,t,f,399,t,5,f,0.17
100%,100%,t,t,t,441,t,4.91,f,1.55
100%,100%,f,t,t,243,t,4.75,f,1.28
99%,97%,f,t,t,209,t,5,t,0.65
99%,97%,f,t,t,390,t,4.43,t,0.37
100%,92%,t,t,t,299,t,4.72,f,0.81
50%,86%,f,t,t,200,t,5,f,0.39
100%,99%,t,t,t,324,t,5,t,0.49
100%,100%,t,t,t,225,t,5,t,1.87
100%,100%,t,t,t,446,t,4.86,f,1.06
100%,82%,t,t,t,177,t,5,f,0.16
100%,99%,t,t,f,69,t,4.4,f,2.4
100%,99%,t,t,f,230,t,4.9,f,3.06
100%,71%,f,t,t,415,t,4.73,f,0.22
0%,0%,f,t,t,80,t,4.84,f,0.26
100%,70%,f,t,t,275,t,4,f,0.32
100%,67%,f,t,t,400,t,5,f,0.07
99%,97%,f,t,t,291,t,4.96,t,0.47
99%,97%,f,t,t,146,t,4.38,t,0.61
100%,90%,t,t,f,225,t,4.85,f,1.93
100%,100%,t,t,f,670,t,4.92,f,0.59
100%,100%,t,t,t,163,t,4.96,f,0.55
100%,100%,f,t,t,273,t,4.7,t,0.52
100%,100%,t,t,t,153,t,4.92,f,1.3
89%,96%,t,t,t,156,t,4.85,f,3.57
100%,96%,f,t,f,219,t,5,f,2.57
100%,100%,t,t,t,544,t,5,t,0.05
100%,99%,t,t,t,116,t,4.67,t,1.44
100%,84%,f,t,t,180,t,5,f,0.26
100%,97%,t,t,t,2100,t,5,f,0.24
100%,100%,t,t,t,582,t,5,t,0.02
100%,100%,t,t,t,523,t,5,t,0.03
100%,98%,f,t,t,45,t,4.45,f,0.48
100%,100%,t,t,t,285,t,4.98,t,3.01
100%,100%,t,t,t,173,t,4.97,t,2.49
98%,17%,f,t,t,249,t,5,f,1
100%,98%,f,t,t,291,t,4.55,t,1.04
100%,97%,t,t,t,420,t,4.78,t,0.54
100%,96%,f,t,t,300,t,4.77,t,0.35
99%,97%,f,t,t,277,t,4.75,t,0.42
97%,73%,t,t,t,170,t,4.72,f,0.51
100%,100%,f,t,t,161,t,4.57,f,1.34
97%,73%,t,t,t,221,t,4.79,f,1.1
100%,97%,t,t,t,315,t,4.82,t,0.35
100%,97%,t,t,t,250,t,4.96,f,2.63
100%,99%,t,t,t,500,t,5,t,0.1
100%,100%,t,t,t,553,t,4.91,f,0.5
100%,100%,t,t,t,785,t,5,t,0.04
100%,100%,t,t,f,63,t,4.95,t,2.79
100%,100%,t,t,f,245,t,4.94,f,0.78
100%,97%,t,t,t,374,t,4.98,f,3.23
100%,100%,t,t,t,205,t,4.98,t,3.53
97%,73%,t,t,t,221,t,4.68,f,0.94
100%,100%,f,t,t,210,t,4.79,f,0.72
100%,100%,f,t,t,223,t,5,f,1.14
99%,97%,f,t,t,454,t,4.65,t,0.54
100%,100%,f,t,t,416,t,4,t,0.06
99%,97%,f,t,t,173,t,4.77,t,0.43
100%,100%,f,t,t,200,t,4.91,f,0.82
100%,99%,t,t,t,231,t,4.76,f,1.85
90%,100%,t,t,t,2499,t,5,t,0.32
100%,100%,f,t,t,954,t,4.7,t,0.43
100%,67%,f,t,t,968,t,5,f,0.09
99%,97%,f,t,t,191,t,4.86,t,0.95
100%,100%,f,t,t,777,t,4.9,t,0.32
100%,100%,t,t,f,308,t,5,f,0.12
99%,97%,f,t,t,223,t,4.56,t,0.33
99%,97%,f,t,t,260,t,5,t,0.47
100%,100%,t,t,t,649,t,5,t,0.86
100%,100%,f,t,t,406,t,4.46,t,0.79
100%,100%,t,t,t,150,t,4.91,t,0.77
99%,97%,f,t,t,198,t,4.65,t,0.34
100%,100%,t,t,t,312,t,4.85,t,0.9
100%,96%,t,t,t,219,t,4.96,f,4.23
100%,93%,t,t,t,190,t,5,f,0.68
89%,96%,t,t,t,205,t,5,f,2.64
100%,100%,f,t,f,138,t,4.89,f,0.45
100%,97%,t,t,t,1312,t,4.95,t,0.63
100%,99%,t,t,t,313,t,4.86,t,0.7
89%,100%,f,t,t,501,t,4.93,t,0.52
100%,100%,t,t,t,199,t,5,t,1.78
100%,99%,f,t,t,57,t,4.65,f,5.07
99%,97%,f,t,t,195,t,4.75,t,0.31
100%,99%,t,t,t,168,t,4.8,f,3.06
100%,94%,t,t,t,2100,t,5,t,0.13
100%,96%,f,t,t,43,t,4.83,f,0.24
99%,97%,f,t,t,304,t,4.93,t,0.43
100%,82%,t,t,t,249,t,4.97,f,2.01
100%,99%,f,t,t,345,t,5,t,0.06
100%,100%,t,t,t,154,t,4.8,t,3.4
100%,14%,f,t,f,195,t,4.67,f,0.03
99%,97%,f,t,t,135,t,4.4,t,0.53
91%,58%,f,t,t,505,t,5,f,0.24
97%,73%,t,t,t,150,t,4.9,f,2.14
100%,99%,t,t,t,309,t,4.83,t,0.52
100%,98%,t,t,t,143,t,4.98,t,6.48
100%,100%,t,t,t,300,t,4.92,f,2.9
100%,100%,t,t,t,200,t,4.9,f,2.67
100%,100%,f,t,t,200,t,4.83,f,1.79
100%,96%,f,t,t,106,t,4.72,f,1.1
100%,93%,f,t,t,50,t,4.44,f,0.27
100%,100%,t,t,t,186,t,4.97,f,2.26
100%,100%,t,t,t,595,t,4.97,f,2.16
100%,93%,t,t,t,169,t,4.81,f,0.91
100%,100%,t,t,f,285,t,4.88,t,3.48
95%,99%,f,t,t,279,t,4.78,t,0.75
99%,100%,f,t,t,190,t,4.78,t,42.94
70%,77%,t,t,t,60,t,4.74,f,0.57
99%,97%,f,t,t,183,t,4.73,t,0.73
98%,17%,f,t,t,249,t,5,f,0.39
100%,100%,f,t,t,259,t,3.43,t,0.37
100%,99%,t,t,t,259,t,4.89,f,1.91
97%,95%,t,t,f,159,t,5,f,0.11
100%,100%,t,t,t,148,t,5,f,2.13
100%,100%,t,t,t,531,t,4.99,f,4.16
100%,67%,f,t,t,250,t,4.72,f,2.06
100%,97%,t,t,t,799,t,5,f,0.07
100%,20%,f,t,t,395,t,5,f,0.03
100%,99%,t,t,t,450,t,5,t,0.15
100%,86%,f,t,t,300,t,5,f,0.06
100%,100%,t,t,t,699,t,4.96,t,1.08
100%,83%,f,t,t,150,t,3.5,f,0.35
100%,100%,f,t,t,671,t,4.73,t,0.65
100%,98%,f,t,t,45,t,4.4,f,0.14
100%,96%,t,t,t,201,t,4.9,f,2.14
99%,97%,f,t,t,182,t,4.56,t,0.34
100%,98%,f,t,t,45,t,5,f,0.03
100%,100%,t,t,t,785,t,4.83,t,0.13
96%,100%,f,t,t,341,t,4.63,t,0.32
100%,93%,t,t,t,199,t,4.78,f,0.81
99%,99%,f,t,f,146,t,4.46,t,1.91
89%,100%,f,t,t,456,t,4.87,t,1.01
100%,97%,t,t,t,210,t,4.98,f,3.15
100%,65%,f,t,t,510,t,4.95,f,0.34
100%,97%,t,t,t,999,t,5,f,0.34
100%,99%,t,t,t,311,t,4.6,t,2.53
100%,99%,f,t,t,152,t,4.97,f,3.01
100%,100%,f,t,t,236,t,4.68,f,1.28
100%,91%,t,t,t,263,t,4.83,f,2.24
100%,100%,f,t,t,399,t,5,t,0.14
100%,100%,t,t,t,343,t,4.9,t,1.71
100%,100%,t,t,f,267,t,4.76,f,0.78
100%,99%,t,t,t,162,t,5,t,2.86
100%,100%,t,t,t,393,t,4.82,f,0.18
96%,100%,f,t,t,193,t,4.56,t,0.27
100%,98%,t,t,f,350,t,4.89,t,0.18
99%,97%,f,t,t,292,t,4.82,t,0.44
99%,97%,f,t,t,159,t,4.71,t,0.92
100%,86%,f,t,t,94,t,4.5,f,0.3
100%,97%,t,t,t,785,t,4.93,f,1.34
100%,98%,t,t,t,342,t,4.83,f,0.68
100%,99%,t,t,t,335,t,4.96,t,2.52
86%,100%,t,t,t,292,t,4.76,t,0.3
100%,88%,f,t,t,216,t,5,t,1
100%,100%,t,t,t,233,t,4.81,f,0.3
95%,98%,f,t,t,189,t,4.79,t,1.31
100%,100%,t,t,t,283,t,4.85,t,0.97
100%,100%,t,t,t,226,t,4.84,f,0.52
99%,100%,t,t,t,214,t,4.92,f,3.93
99%,97%,f,t,t,196,t,4.7,t,1.13
100%,98%,t,t,t,288,t,4.92,f,2.36
100%,98%,f,t,t,250,t,4.85,f,1.2
100%,100%,f,t,t,259,t,4.18,t,0.66
100%,86%,f,t,t,393,t,4.5,t,0.04
100%,100%,t,t,t,400,t,4.99,f,2.03
100%,98%,f,t,t,40,t,4.45,f,0.65
99%,97%,f,t,t,216,t,4.84,t,0.46
100%,99%,t,t,t,113,t,4.72,t,2.23
100%,100%,f,t,t,324,t,4.14,t,0.43
100%,88%,f,t,t,370,t,3.5,t,2
100%,99%,t,t,t,121,t,4.9,t,1.51
97%,73%,t,t,t,170,t,4.89,f,1.81
100%,100%,t,t,t,163,t,4.84,t,0.71
99%,97%,f,t,t,263,t,5,t,0.15
100%,99%,t,t,t,437,t,4.71,f,1.51
90%,97%,f,t,t,130,t,4,t,0.11
100%,98%,f,t,t,45,t,4,f,0.29
75%,67%,f,f,t,225,t,5,f,0.36
100%,97%,t,t,t,378,t,4.99,f,1.35
98%,100%,t,t,t,135,t,4.84,t,3
100%,99%,t,t,t,136,t,4.74,t,1.45
99%,97%,f,t,t,463,t,4.92,t,0.24
100%,99%,t,t,t,126,t,4.82,t,2.09
100%,99%,t,t,t,124,t,4.73,t,1.37
100%,100%,t,t,f,279,t,4.9,f,3.72
100%,99%,t,t,t,120,t,4.84,t,1.76
100%,99%,t,t,t,120,t,4.72,t,1.43
100%,100%,f,t,t,608,t,5,f,0.17
100%,100%,t,t,t,580,t,4.97,f,1.72
100%,98%,t,t,t,309,t,4.95,t,2.31
100%,100%,t,t,t,389,t,4.93,t,2.41
100%,75%,t,t,t,185,t,4.94,f,0.46
100%,99%,f,t,t,213,t,5,f,1.59
100%,100%,t,t,t,225,t,5,f,0.51
100%,98%,t,t,t,297,t,4.94,t,1.08
96%,82%,t,t,t,465,t,4.99,f,1.31
99%,97%,f,t,t,310,t,4.91,t,0.34
100%,99%,f,t,t,292,t,4.86,t,0.25
99%,97%,f,t,t,252,t,4.88,t,0.64
100%,87%,t,t,t,146,t,4.92,f,1.42
100%,100%,t,t,t,399,t,4.96,f,2.47
100%,99%,t,t,f,235,t,4.74,t,2.59
99%,97%,f,t,t,190,t,4.86,t,0.63
100%,92%,t,t,t,239,t,4.95,f,0.58
100%,98%,t,t,t,270,t,4.87,f,4.39
100%,100%,t,t,t,985,t,4.95,t,2.03
100%,100%,f,t,t,608,t,5,f,0.18
93%,100%,t,t,t,903,t,4.95,t,1.21
100%,97%,t,t,t,592,t,5,t,0.39
100%,99%,t,t,t,1260,t,4,t,0.06
100%,99%,t,t,t,171,t,4.85,t,2.58
100%,99%,t,t,t,176,t,4.91,f,3.97
100%,98%,t,t,f,389,t,5,t,0.16
100%,97%,t,t,t,999,t,5,f,0.32
100%,100%,t,t,t,165,t,4.91,f,4.2
100%,99%,t,t,t,97,t,4.89,f,2.66
100%,99%,t,t,t,577,t,4.75,t,0.21
100%,92%,t,t,t,379,t,4.76,f,0.36
100%,100%,f,t,t,593,t,5,t,1
100%,99%,t,t,t,228,t,5,t,1.3
100%,94%,t,t,t,764,t,5,f,0.97
100%,86%,f,t,t,350,t,5,f,3.43
100%,100%,f,t,t,270,t,4.86,f,0.18
96%,100%,f,t,t,326,t,4.75,t,0.3
90%,98%,t,t,t,139,t,4.86,t,3.18
100%,98%,t,t,t,129,t,4.88,t,2.69
100%,80%,f,t,t,245,t,5,f,1
100%,99%,t,t,t,219,t,5,t,2.41
100%,99%,t,t,t,217,t,4.83,t,1.65
99%,97%,f,t,t,255,t,4.86,t,0.62
100%,99%,t,t,t,357,t,4.96,f,2.76
100%,99%,f,t,t,795,t,4.98,t,0.42
90%,100%,t,t,t,786,t,5,t,0.51
100%,95%,t,t,t,200,t,4.78,f,2.9
100%,81%,t,t,t,795,t,5,f,0.08
100%,97%,t,t,t,414,t,4.98,t,0.81
90%,98%,t,t,t,160,t,4.92,f,3.75
100%,99%,f,t,t,398,t,4.63,t,0.39
97%,95%,t,t,f,113,t,5,f,1.71
100%,100%,f,t,t,192,t,4.38,t,2.17
100%,100%,t,t,t,175,t,4.97,f,1.33
100%,97%,t,t,t,288,t,4.88,t,0.72
91%,38%,f,t,t,135,t,5,f,0.1
100%,96%,t,t,t,139,t,4.99,f,3.19
100%,97%,t,t,t,682,t,4.87,t,0.99
100%,100%,t,t,f,385,t,5,f,1.34
100%,97%,t,t,t,313,t,4.84,t,0.66
99%,100%,t,t,t,500,t,4.95,f,2.15
100%,100%,f,f,t,156,t,4.71,t,3.02
100%,96%,t,t,t,247,t,4.98,f,2.74
100%,96%,t,t,t,200,t,5,f,2.64
100%,100%,t,t,t,154,t,4.98,f,5.55
100%,99%,t,t,t,322,t,4.99,f,3.79
100%,97%,t,t,t,455,t,4.89,f,1.33
100%,99%,t,t,t,125,t,4.83,t,2.27
100%,99%,f,t,t,114,t,4.85,f,2.93
100%,100%,f,f,t,539,t,5,f,0.25
100%,96%,t,t,t,164,t,4.96,t,2.65
100%,99%,f,t,t,236,t,4.91,t,0.96
99%,97%,f,t,t,311,t,5,t,0.17
91%,38%,f,t,t,195,t,5,f,0.29
100%,96%,t,t,t,224,t,5,t,2.76
100%,96%,t,t,t,148,t,5,t,3.34
99%,97%,f,t,t,248,t,5,t,0.14
100%,99%,f,t,t,142,t,4.36,f,1.58
100%,98%,t,t,t,487,t,4.81,f,2.01
97%,95%,t,t,f,190,t,4.95,f,1.8
100%,100%,t,t,t,559,t,5,t,1.88
100%,98%,f,t,t,125,t,4.87,t,0.79
87%,32%,t,t,t,217,t,4.85,f,1.46
91%,38%,f,t,t,135,t,3,f,0.1
100%,100%,t,t,t,200,t,5,t,2.58
96%,100%,f,t,t,341,t,4.67,t,0.22
100%,95%,t,t,t,126,t,4.86,f,3.04
100%,88%,f,t,t,405,t,5,t,0.49
87%,32%,t,t,t,414,t,4.92,f,0.45
98%,100%,t,t,t,125,t,4.81,t,3.51
91%,38%,f,t,t,135,t,4.7,f,0.97
100%,99%,f,t,t,741,t,5,t,0.6
87%,32%,t,t,t,217,t,4.92,f,1.84
100%,95%,t,t,t,130,t,4.58,f,1.36
100%,98%,f,t,t,104,t,4.84,t,0.64
100%,100%,t,t,t,277,t,4.99,t,1.6
100%,100%,t,t,t,210,t,4.9,f,2.46
97%,95%,t,t,f,128,t,5,f,0.72
87%,32%,t,t,t,217,t,4.96,f,1.17
100%,98%,t,t,t,217,t,4.94,f,1.33
100%,100%,t,t,f,435,t,4.9,t,1.5
100%,97%,t,t,t,326,t,4.67,t,0.28
100%,100%,t,t,t,407,t,4.68,t,2.41
100%,100%,t,t,t,138,t,4.99,f,7.13
97%,95%,t,t,f,139,t,4.8,f,0.75
100%,99%,f,t,t,264,t,4.78,t,0.32
100%,100%,t,t,t,109,t,4.59,t,1.73
100%,99%,t,t,t,262,t,4.89,t,0.41
100%,97%,t,t,t,572,t,5,t,0.19
100%,100%,t,t,t,466,t,4.97,f,2.12
100%,96%,t,t,t,336,t,5,f,2.57
87%,32%,t,t,t,166,t,5,f,0.57
100%,96%,t,t,t,269,t,4.83,f,0.33
100%,88%,f,t,t,370,t,4,t,0.24
100%,99%,t,t,t,169,t,4.93,t,1.43
100%,100%,t,t,t,256,t,4.97,f,2.06
100%,100%,f,t,t,556,t,4.5,t,0.03
100%,97%,t,t,t,799,t,5,f,0.1
100%,96%,t,t,t,316,t,5,t,3.06
99%,97%,f,t,t,144,t,4.45,t,0.69
100%,99%,t,t,f,222,t,4.77,t,1.65
100%,98%,t,t,t,285,t,4.99,f,2.87
100%,99%,f,t,t,239,t,4.36,t,0.3
90%,100%,f,t,t,624,t,5,t,0.7
100%,99%,t,t,t,250,t,5,f,0.51
100%,99%,f,t,t,281,t,3.67,t,0.2
97%,95%,t,t,f,110,t,4.84,f,0.69
99%,98%,t,t,t,242,t,4.4,t,1.1
100%,99%,f,t,t,489,t,5,t,0.03
100%,95%,t,t,t,253,t,4.85,f,2.77
100%,100%,t,t,t,139,t,4.77,t,1.49
96%,100%,f,t,t,578,t,4.76,t,0.32
96%,100%,f,t,t,325,t,5,t,0.43
100%,99%,t,t,t,190,t,4.93,f,3.06
100%,75%,t,t,t,125,t,4.89,f,0.55
87%,32%,t,t,t,197,t,5,f,0.38
91%,38%,f,t,t,195,t,5,f,0.2
100%,100%,f,t,f,584,t,4.64,f,0.65
100%,100%,f,t,t,168,t,4.69,f,0.26
100%,97%,f,t,f,110,t,4.62,f,1.21
